PaymentID,InvoiceID,PaymentDate,PaymentAmount
1647,2992,2024-11-14,1547.72
1648,2993,2025-09-03,1714.67
1649,2994,2024-02-23,4572.33
1650,2995,2024-07-08,5235.47
1651,2997,2024-05-10,2568.57
1652,2998,2025-01-26,2166.6
1653,3000,2025-08-10,2829.86
1654,3005,2026-01-24,2037.26
1655,3006,2025-09-22,3446.4
1656,3009,2026-02-05,3370.94
1657,3010,2026-02-10,4441.83
1658,3011,2025-03-11,1947.44
1659,3012,2024-06-28,4728.12
1660,3013,2024-08-08,1824.44
1661,3016,2024-12-18,3949.7
1662,3018,2026-01-05,3064.77
1663,3020,2024-12-05,2535.38
1664,3021,2025-10-28,1698.47
1665,3023,2024-09-12,2511.99
1666,3024,2025-07-07,1884.63
1667,3026,2025-11-22,2307.06
1668,3027,2026-01-29,1271.11
1669,3030,2025-07-29,2258.43
1670,3034,2026-01-18,2781.2
1671,3035,2025-08-26,2240.09
1672,3038,2024-12-03,1821.12
1673,3039,2024-10-21,762.52
1674,3041,2025-03-17,2894.68
1675,3044,2024-04-27,3708.9
1676,3045,2024-05-04,3127.87
1677,3047,2025-06-17,1920.11
1678,3050,2025-04-17,5237.74
1679,3051,2025-04-20,1902.59
1680,3054,2025-03-25,5822.89
1681,3055,2025-12-27,2701.39
1682,3059,2024-12-04,3804.19
1683,3062,2024-07-12,1850.64
1684,3063,2024-08-06,1535.1
1685,3065,2025-02-23,4142.73
1686,3067,2024-08-09,1442.52
1687,3068,2025-10-06,5065.71
1688,3070,2024-10-14,2174.68
1689,3072,2024-08-19,837.76
1690,3073,2025-01-09,1320.71
1691,3074,2024-04-17,3777.47
1692,3075,2024-03-17,3437.1
1693,3076,2025-07-25,2147.51
1694,3077,2024-05-04,2304.81
1695,3078,2024-05-10,5753.58
1696,3080,2025-12-04,1104.61
1697,3081,2024-08-02,486.52
1698,3082,2025-06-28,3251.18
1699,3083,2025-06-28,3360.15
1700,3084,2024-10-13,2567.71
1701,3085,2025-09-08,1615.38
1702,3088,2025-05-10,3188.96
1703,3089,2024-08-24,1198.69
1704,3090,2025-08-01,4868.76
1705,3091,2025-02-25,1637.34
1706,3092,2025-04-02,1667.15
1707,3093,2025-02-16,2008.72
1708,3094,2025-06-29,9491.2
1709,3095,2025-12-26,2399.76
1710,3096,2024-11-24,4242.06
1711,3097,2025-08-09,3319.91
1712,3098,2025-01-26,2833.55
1713,3099,2025-11-12,1689.16
1714,3100,2025-07-22,1241.42
1715,3102,2025-12-15,3700.15
1716,3103,2025-02-03,2410.28
1717,3104,2024-08-15,6073.4
1718,3109,2024-08-14,3503.04
1719,3112,2025-08-07,2047.12
1720,3113,2025-07-26,5389.35
1721,3115,2024-12-05,2229.01
1722,3117,2024-06-25,7091.12
1723,3119,2025-03-02,2991.06
1724,3120,2025-06-14,2283.16
1725,3121,2025-08-24,4284.36
1726,3123,2024-12-03,5037.85
1727,3125,2025-03-11,2636.49
1728,3128,2025-11-10,781.55
1729,3130,2024-07-16,815.21
1730,3131,2025-10-05,852.11
1731,3132,2025-02-01,3575.47
1732,3135,2025-11-16,2935.11
1733,3136,2024-10-19,2409.61
1734,3137,2025-12-15,4060.82
1735,3139,2025-02-22,891.67
1736,3142,2024-10-02,1002.71
1737,3144,2025-02-11,1906.23
1738,3145,2025-01-28,6773.93
1739,3150,2024-03-23,7146.31
1740,3151,2024-07-23,5487.46
1741,3153,2024-05-10,2376.47
1742,3154,2025-11-01,4232.09
1743,3155,2025-01-06,1078.81
1744,3157,2025-12-10,878.89
1745,3158,2024-03-20,3449.0
1746,3159,2024-07-05,3808.14
1747,3163,2024-03-28,6031.91
1748,3164,2025-10-05,2526.07
1749,3166,2025-11-01,1114.43
1750,3168,2025-07-23,6676.37
1751,3169,2024-12-09,1508.28
1752,3170,2025-03-15,2162.71
1753,3171,2025-08-01,331.15
1754,3172,2025-09-07,1669.39
1755,3173,2025-07-02,1637.11
1756,3174,2024-12-06,4414.41
1757,3178,2024-08-13,1205.46
1758,3179,2024-12-30,581.44
1759,3180,2024-04-16,2172.5
1760,3181,2024-12-30,1804.86
1761,3182,2024-07-21,1848.77
1762,3184,2025-12-06,1252.27
1763,3188,2024-06-14,708.01
1764,3189,2025-02-28,2853.41
1765,3190,2024-03-21,2735.88
1766,3193,2025-03-05,2452.59
1767,3194,2025-03-01,2602.58
1768,3195,2025-10-15,1582.38
1769,3201,2024-04-05,6687.2
1770,3202,2024-07-22,3531.88
1771,3204,2025-06-18,2293.24
1772,3205,2025-10-29,3863.93
1773,3210,2024-11-24,2876.24
1774,3211,2025-02-07,441.0
1775,3216,2025-12-11,9830.6
1776,3217,2026-01-18,2412.34
1777,3218,2026-01-06,3688.75
1778,3220,2025-06-16,976.33
1779,3222,2025-02-07,2687.87
1780,3223,2024-12-13,2273.85
1781,3227,2024-03-03,4059.46
1782,3228,2025-02-25,3598.15
1783,3229,2025-07-08,7221.75
1784,3231,2025-08-10,2110.95
1785,3233,2025-12-22,968.28
1786,3234,2025-08-28,4057.93
1787,3235,2025-04-22,2454.87
1788,3236,2025-11-17,4716.86
1789,3240,2025-11-18,3859.29
1790,3241,2025-09-30,2254.96
1791,3243,2026-02-14,1153.63
1792,3244,2025-03-04,3295.27
1793,3246,2024-12-13,3698.11
1794,3247,2024-11-05,2012.34
1795,3249,2025-11-14,2886.65
1796,3251,2024-05-08,3001.14
1797,3252,2025-07-08,4404.67
1798,3255,2025-04-01,6083.77
1799,3257,2025-07-30,600.82
1800,3259,2025-02-06,615.81
1801,3260,2025-09-01,2814.08
1802,3261,2024-10-20,1881.65
1803,3262,2025-07-15,2375.74
1804,3263,2025-10-05,2983.31
1805,3264,2025-05-28,2199.85
1806,3265,2026-01-22,1485.86
1807,3266,2025-03-08,6315.34
1808,3267,2024-09-08,2428.49
1809,3269,2024-09-08,3853.99
1810,3271,2025-03-20,2899.31
1811,3274,2024-07-20,1876.03
1812,3276,2025-04-30,6471.18
1813,3278,2025-03-22,5184.39
1814,3281,2025-03-12,3993.91
1815,3282,2024-07-17,1536.55
1816,3283,2025-04-22,2713.3
1817,3284,2025-08-18,2142.57
1818,3285,2025-04-09,5509.95
1819,3286,2024-07-08,5312.77
1820,3289,2025-10-28,3559.04
1821,3290,2024-05-29,4204.48
1822,3294,2025-03-09,5765.97
1823,3296,2024-03-27,856.42
1824,3297,2025-04-19,1980.74
1825,3299,2024-09-10,1749.96
1826,3301,2024-11-24,1540.87
1827,3302,2025-11-15,4089.45
1828,3304,2024-02-19,2820.5
1829,3305,2025-10-30,628.46
1830,3308,2025-02-01,531.3
1831,3309,2024-03-21,3524.69
1832,3310,2024-04-25,5555.84
1833,3311,2025-06-01,4952.2
1834,3313,2025-12-22,2142.48
1835,3314,2024-10-29,981.52
1836,3315,2024-06-02,4746.64
1837,3317,2024-11-28,3245.44
1838,3318,2024-09-17,2379.73
1839,3319,2024-09-11,1272.56
1840,3321,2025-06-12,1143.68
1841,3323,2025-02-07,1228.33
1842,3324,2024-09-07,2893.49
1843,3327,2024-03-02,2225.62
1844,3328,2025-07-16,3130.67
1845,3329,2025-10-21,594.77
1846,3335,2025-01-18,2005.11
1847,3338,2025-10-08,8906.75
1848,3341,2024-10-14,2264.0
1849,3342,2025-04-08,2940.32
1850,3343,2024-08-07,1269.67
1851,3348,2025-10-01,2216.96
1852,3350,2025-02-09,3159.82
1853,3351,2024-12-30,1968.67
1854,3352,2024-12-19,6186.61
1855,3355,2024-11-01,2094.18
1856,3356,2024-10-13,5845.56
1857,3357,2025-08-17,1576.45
1858,3358,2024-07-10,1659.08
1859,3360,2025-04-28,2377.45
1860,3361,2025-04-10,2556.6
1861,3362,2024-10-20,4372.83
1862,3369,2024-11-29,1343.53
1863,3375,2025-08-16,2681.6
1864,3377,2025-10-25,4713.98
1865,3380,2025-02-08,2912.2
1866,3382,2025-03-08,2008.85
1867,3383,2024-04-21,3613.93
1868,3386,2026-01-15,7081.85
1869,3387,2025-12-14,1707.65
1870,3388,2025-10-09,3301.06
1871,3390,2024-09-30,606.8
1872,3392,2024-06-11,1574.43
1873,3397,2025-02-08,946.45
1874,3398,2024-06-30,976.8
1875,3402,2026-02-18,3415.8
1876,3403,2025-08-12,4963.62
1877,3404,2025-06-15,2069.4
1878,3405,2025-04-10,2455.84
1879,3407,2024-09-08,3822.91
1880,3408,2025-04-02,2715.43
1881,3411,2024-07-23,730.86
1882,3412,2024-10-20,1769.77
1883,3413,2024-09-20,2597.14
1884,3414,2025-01-10,2299.45
1885,3417,2024-04-18,4784.37
1886,3418,2025-07-17,3754.91
1887,3420,2026-01-04,5322.62
1888,3421,2024-10-23,4636.21
1889,3422,2025-02-12,2488.79
1890,3423,2025-02-26,1102.14
1891,3426,2024-03-09,1766.98
1892,3428,2024-03-02,3235.64
1893,3430,2026-01-14,2484.96
1894,3431,2024-04-20,2445.6
1895,3433,2026-01-22,3851.66
1896,3434,2024-07-05,3261.38
1897,3435,2024-11-14,1871.7
1898,3436,2026-01-11,1269.09
1899,3440,2026-01-04,3669.52
1900,3442,2026-02-08,3862.13
1901,3443,2025-07-30,3930.6
1902,3445,2026-01-28,1747.43
1903,3447,2024-05-12,9072.24
1904,3448,2024-05-13,1554.77
1905,3449,2024-05-05,2500.67
1906,3450,2024-10-12,6152.11
1907,3451,2024-11-08,3334.23
1908,3454,2026-02-20,4953.59
1909,3456,2024-08-31,1515.44
1910,3458,2025-09-13,2564.5
1911,3460,2024-03-30,1726.42
1912,3461,2025-11-09,3310.48
1913,3462,2025-09-19,915.02
1914,3463,2024-12-19,1202.39
1915,3468,2025-02-08,2792.68
1916,3469,2025-02-08,3432.39
1917,3471,2025-09-03,698.17
1918,3473,2025-07-15,1475.6
1919,3474,2024-04-30,1536.7
1920,3475,2026-02-12,3417.31
1921,3476,2025-01-15,4401.01
1922,3477,2024-04-12,4359.3
1923,3478,2024-08-29,3315.74
1924,3479,2024-03-04,5007.13
1925,3480,2026-01-09,2450.66
1926,3484,2025-04-29,1832.86
1927,3485,2025-12-02,1633.94
1928,3486,2024-10-10,3597.36
1929,3489,2025-05-16,939.86
1930,3490,2025-10-17,3839.21
1931,3491,2026-01-08,3993.84
1932,3494,2025-08-02,1715.6
1933,3496,2025-12-27,3332.21
1934,3497,2026-01-07,6397.35
1935,3499,2024-09-08,2942.03
1936,3501,2024-03-04,2311.43
1937,3503,2024-04-05,3433.34
1938,3505,2025-12-28,5243.34
1939,3506,2025-06-01,2115.52
1940,3507,2025-02-26,1890.03
1941,3509,2025-06-24,2581.96
1942,3510,2025-04-08,6862.01
1943,3511,2024-09-17,1561.56
1944,3515,2025-10-08,3284.86
1945,3516,2024-10-13,2549.84
1946,3518,2025-10-28,2002.75
1947,3522,2025-04-20,1804.27
1948,3524,2024-12-21,4492.32
1949,3525,2025-08-27,3623.32
1950,3526,2025-11-18,1862.85
1951,3529,2024-12-10,1893.86
1952,3530,2025-09-06,1136.6
1953,3531,2024-05-26,3334.21
1954,3532,2026-01-29,1558.2
1955,3533,2025-05-07,1904.64
1956,3534,2024-11-30,684.58
1957,3536,2024-09-03,3328.31
1958,3538,2025-04-23,2895.1
1959,3539,2024-03-28,6369.91
1960,3542,2024-11-03,2020.81
1961,3544,2024-12-23,2506.49
1962,3545,2025-07-18,3414.64
1963,3546,2024-10-05,2643.85
1964,3548,2024-07-20,695.64
1965,3549,2025-02-11,3089.32
1966,3550,2025-10-04,4802.58
1967,3551,2025-06-10,1935.05
1968,3552,2025-06-06,1815.0
1969,3553,2025-11-01,1471.8
1970,3557,2024-11-13,5834.02
1971,3559,2025-11-30,4741.65
1972,3560,2025-05-30,2183.48
1973,3562,2025-08-08,5320.79
1974,3563,2025-04-01,4875.63
1975,3566,2025-02-07,3460.97
1976,3567,2024-08-12,1681.66
1977,3568,2025-09-03,3482.27
1978,3571,2025-08-12,4581.81
1979,3572,2025-01-03,3776.41
1980,3573,2025-03-13,3836.88
1981,3574,2024-09-27,2288.84
1982,3575,2024-05-15,3241.86
1983,3577,2025-07-04,1260.98
1984,3578,2025-06-12,1368.9
1985,3579,2024-10-19,3029.68
1986,3583,2024-06-29,700.02
1987,3584,2024-12-28,2288.62
1988,3585,2025-04-05,1528.19
1989,3587,2024-06-26,1011.68
1990,3589,2025-07-03,5498.74
1991,3591,2024-07-27,3741.83
1992,3592,2024-05-15,2068.4
1993,3593,2025-06-22,4426.95
1994,3595,2024-04-04,2832.57
1995,3597,2025-07-05,4837.56
1996,3598,2024-04-12,1030.82
1997,3600,2026-01-10,4514.97
1998,3601,2025-07-22,1353.92
1999,3602,2025-04-30,8124.84
2000,3603,2025-01-13,2481.38
2001,3609,2025-04-13,5132.01
2002,3610,2025-03-17,3988.51
2003,3612,2024-06-09,6099.58
2004,3616,2025-12-17,1200.77
2005,3617,2024-04-29,5403.68
2006,3619,2024-06-30,234.6
2007,3621,2025-12-03,4194.25
2008,3622,2025-09-24,2899.88
2009,3623,2024-11-12,2547.3
2010,3625,2024-03-21,2977.06
2011,3626,2025-05-25,4155.6
2012,3628,2025-08-02,4222.39
2013,3629,2024-07-23,6208.41
2014,3631,2025-06-24,832.02
2015,3632,2024-07-30,895.52
2016,3635,2025-09-28,977.75
2017,3636,2024-09-21,6128.69
2018,3637,2024-05-14,2604.36
2019,3640,2025-11-22,3713.39
2020,3641,2024-04-24,1109.28
2021,3643,2024-12-04,1743.14
2022,3644,2024-03-29,5288.17
2023,3647,2025-05-28,1326.42
2024,3649,2024-11-07,2181.31
2025,3650,2024-05-13,2111.47
2026,3651,2024-04-17,3889.0
2027,3653,2024-02-12,1483.96
2028,3655,2024-08-02,3513.08
2029,3656,2025-10-12,2827.04
2030,3657,2024-09-22,995.66
2031,3662,2026-02-02,7877.33
2032,3663,2025-03-11,1991.95
2033,3664,2025-10-29,682.18
2034,3668,2025-10-30,2606.2
2035,3671,2024-12-15,4562.02
2036,3673,2024-08-24,1757.88
2037,3674,2025-10-09,1457.09
2038,3675,2024-04-03,1548.41
2039,3676,2024-07-23,1034.4
2040,3680,2024-11-03,2746.13
2041,3682,2024-05-05,3791.49
2042,3686,2024-11-01,1001.88
2043,3689,2024-06-30,4339.09
2044,3690,2025-03-16,1021.65
2045,3696,2025-11-08,7281.63
2046,3698,2025-07-04,3873.1
2047,3699,2025-04-12,2420.73
2048,3700,2024-12-14,5059.52
2049,3701,2025-03-18,5881.13
2050,3702,2024-06-14,5067.93
2051,3704,2025-10-17,5950.1
2052,3705,2024-06-05,3442.88
2053,3706,2024-11-22,4099.9
2054,3708,2024-05-23,2497.26
2055,3711,2024-01-28,4365.14
2056,3714,2025-07-25,3875.26
2057,3716,2024-12-24,7066.88
2058,3717,2024-05-24,394.91
2059,3718,2025-02-07,5277.14
2060,3720,2025-12-05,2077.05
2061,3723,2025-08-15,3030.45
2062,3724,2024-08-15,1635.21
2063,3725,2025-03-30,1212.17
2064,3727,2024-03-28,6974.33
2065,3728,2026-01-13,4047.4
2066,3729,2026-03-02,1311.76
2067,3730,2025-12-05,5101.88
2068,3732,2025-04-28,3911.97
2069,3733,2024-10-31,1218.58
2070,3734,2024-05-15,539.99
2071,3735,2024-11-02,1975.12
2072,3736,2024-12-24,1591.32
2073,3737,2025-05-14,4378.13
2074,3738,2025-11-25,4800.27
2075,3740,2025-09-17,2919.17
2076,3741,2025-06-08,1368.18
2077,3742,2024-04-20,4239.66
2078,3743,2025-08-06,4380.22
2079,3744,2026-01-11,2795.49
2080,3745,2025-02-17,771.54
2081,3746,2024-12-13,7559.29
2082,3747,2025-09-29,748.11
2083,3749,2024-10-27,3262.44
2084,3753,2024-10-02,5979.85
2085,3755,2025-12-03,2850.97
2086,3757,2025-09-05,1584.31
2087,3759,2025-04-18,5446.01
2088,3762,2024-09-17,4283.56
2089,3766,2025-04-15,2254.11
2090,3767,2025-08-13,2217.86
2091,3769,2025-02-07,3338.04
2092,3770,2024-06-21,5864.87
2093,3771,2025-08-16,3799.99
2094,3773,2024-07-01,1334.44
2095,3774,2024-04-25,964.52
2096,3775,2024-11-30,2087.8
2097,3779,2025-05-30,3726.43
2098,3780,2025-01-31,2414.79
2099,3783,2025-12-29,1483.71
2100,3784,2024-10-09,1078.16
2101,3787,2025-04-04,3527.77
2102,3788,2025-08-14,146.63
2103,3790,2024-07-12,2146.01
2104,3791,2024-10-03,4844.42
2105,3792,2024-05-06,916.89
2106,3794,2026-02-07,5116.76
2107,3795,2025-02-12,2660.89
2108,3796,2025-06-07,1363.74
2109,3797,2025-03-29,1103.67
2110,3799,2024-11-29,3132.86
2111,3800,2025-02-11,2423.87
2112,3801,2024-11-29,1170.88
2113,3803,2025-01-07,1598.31
2114,3804,2024-04-20,2261.57
2115,3806,2024-05-26,3016.06
2116,3807,2024-03-23,933.71
2117,3808,2024-12-15,1117.65
2118,3812,2025-08-09,3732.55
2119,3815,2025-09-30,2598.93
2120,3816,2024-10-07,5338.17
2121,3818,2024-08-11,3377.76
2122,3821,2024-03-31,394.1
2123,3823,2025-04-01,1767.82
2124,3824,2024-09-21,1404.76
2125,3827,2024-10-11,5238.57
2126,3828,2025-07-12,2286.92
2127,3830,2025-06-08,3621.34
2128,3832,2025-02-25,3882.38
2129,3833,2025-01-06,3648.67
2130,3841,2024-11-15,2346.88
2131,3843,2025-07-25,2004.1
2132,3845,2025-02-24,2814.7
2133,3847,2025-07-29,4909.52
2134,3849,2026-01-12,1695.28
2135,3851,2025-11-29,2786.43
2136,3854,2025-03-09,1227.54
2137,3855,2024-04-30,3044.9
2138,3856,2025-08-04,936.61
2139,3858,2025-02-17,1782.09
2140,3860,2024-09-26,4575.27
2141,3861,2024-02-03,5158.46
2142,3863,2024-07-21,2935.44
2143,3864,2025-06-19,900.98
2144,3865,2025-08-25,1457.51
2145,3867,2025-01-29,2969.58
2146,3868,2025-05-27,2483.42
2147,3869,2024-04-15,1882.34
2148,3870,2024-11-07,424.84
2149,3873,2024-11-12,2857.31
2150,3874,2024-12-18,729.49
2151,3878,2025-07-18,1510.98
2152,3880,2025-12-11,3915.66
2153,3881,2025-06-17,1458.15
2154,3882,2025-01-28,2224.6
2155,3884,2024-12-30,4263.62
2156,3886,2024-07-24,2349.5
2157,3889,2024-08-22,7292.04
2158,3891,2025-02-22,4083.87
2159,3892,2025-12-01,1358.26
2160,3895,2024-03-15,1924.17
2161,3898,2025-02-07,2927.08
2162,3903,2024-05-30,2529.63
2163,3904,2024-10-27,1810.28
2164,3907,2026-01-23,6628.15
2165,3908,2024-12-07,1600.63
2166,3909,2025-11-24,3558.01
2167,3911,2024-04-12,2043.98
2168,3912,2025-02-12,2221.33
2169,3913,2024-04-11,1215.25
2170,3914,2024-08-20,1825.76
2171,3915,2025-02-15,943.07
2172,3916,2024-07-15,1214.43
2173,3917,2025-05-27,1404.67
2174,3919,2024-06-08,1817.18
2175,3920,2024-11-23,1253.65
2176,3924,2024-04-19,3838.14
2177,3927,2025-05-02,1112.93
2178,3930,2026-02-11,2757.1
2179,3931,2025-09-07,4229.91
2180,3932,2024-07-07,2734.17
2181,3934,2024-05-04,1070.17
2182,3935,2025-10-13,2903.41
2183,3936,2025-02-03,4707.14
2184,3937,2024-04-04,1939.12
2185,3940,2024-12-17,1260.82
2186,3941,2025-02-13,1905.14
2187,3943,2025-07-24,5060.25
2188,3945,2025-12-27,2723.95
2189,3946,2025-08-03,1162.32
2190,3947,2024-07-18,1348.11
2191,3952,2025-12-05,3940.33
2192,3958,2025-01-07,994.62
2193,3959,2025-05-25,6026.67
2194,3965,2025-10-16,1859.08
2195,3967,2024-08-06,4423.76
2196,3968,2024-06-03,3495.83
2197,3969,2024-03-12,2257.15
2198,3970,2025-11-15,5128.61
2199,3971,2024-10-01,3317.43
2200,3975,2024-06-17,5638.21
2201,3977,2024-08-29,2056.89
2202,3978,2024-08-12,726.76
2203,3979,2024-09-06,1868.62
2204,3982,2025-09-09,3020.55
2205,3984,2026-01-30,727.62
2206,3986,2025-04-19,6108.42
2207,3989,2024-09-22,5952.98
2208,3991,2025-04-27,4413.79
2209,3995,2025-07-18,5074.6
2210,3997,2024-08-17,2295.44
2211,3998,2025-04-11,4233.32
2212,3999,2025-10-01,5380.51
2213,4001,2025-04-15,4006.67
2214,4004,2024-12-16,382.7
2215,4005,2025-12-31,3783.41
2216,4006,2025-10-03,1541.11
2217,4007,2026-01-24,5276.02
2218,4008,2025-03-05,8414.7
2219,4009,2026-02-14,2682.48
2220,4010,2025-12-09,4159.93
2221,4012,2024-06-27,2727.96
2222,4014,2026-02-02,765.64
2223,4018,2025-05-12,1124.89
2224,4019,2025-06-19,4109.41
2225,4023,2024-03-21,1779.53
2226,4025,2026-02-11,2352.14
2227,4027,2025-01-06,2074.99
2228,4028,2025-11-12,6576.82
2229,4029,2024-10-14,4271.64
2230,4030,2025-04-07,7998.18
2231,4032,2025-04-23,3001.58
2232,4033,2024-09-12,3351.39
2233,4035,2024-08-03,1498.28
2234,4039,2025-12-11,2169.19
2235,4042,2024-06-19,6176.26
2236,4043,2025-07-27,2712.25
2237,4044,2024-04-27,2517.79
2238,4045,2025-05-01,6107.7
2239,4047,2025-04-07,1497.87
2240,4048,2024-06-21,26.85
2241,4050,2025-10-25,1969.47
2242,4052,2025-05-09,3130.51
2243,4053,2025-10-23,804.0
2244,4056,2024-09-07,1788.43
2245,4060,2024-03-12,1971.92
2246,4064,2025-09-01,1561.14
2247,4067,2024-10-19,2559.64
2248,4068,2024-03-08,1344.73
2249,4069,2025-12-20,2563.36
2250,4071,2024-09-02,3959.12
2251,4073,2024-05-31,3228.62
2252,4074,2024-06-07,1233.6
2253,4075,2025-04-02,1317.63
2254,4076,2025-08-24,1128.71
2255,4080,2026-03-06,6022.35
2256,4081,2025-01-28,2382.63
2257,4082,2025-07-15,3005.16
2258,4083,2024-11-22,2153.05
2259,4084,2024-11-14,1362.51
2260,4086,2024-07-07,6420.41
2261,4088,2025-08-25,254.86
2262,4089,2025-09-22,1506.77
2263,4090,2025-06-07,3363.58
2264,4092,2024-12-25,538.56
2265,4093,2024-08-03,2778.41
2266,4097,2025-06-11,1772.74
2267,4098,2025-09-04,623.63
2268,4099,2024-05-08,1420.38
2269,4100,2025-06-30,4971.61
2270,4101,2025-12-29,3821.96
2271,4102,2024-08-03,4884.75
2272,4103,2026-01-27,848.05
2273,4104,2025-12-08,5667.69
2274,4105,2024-08-19,1031.22
2275,4106,2025-02-16,2141.62
2276,4108,2024-07-28,5048.77
2277,4109,2025-05-02,4177.14
2278,4111,2024-10-09,6673.09
2279,4112,2025-03-04,3472.53
2280,4114,2025-12-11,3727.39
2281,4115,2025-10-03,1905.09
2282,4121,2025-03-07,5147.05
2283,4122,2024-11-06,3710.1
2284,4127,2024-05-23,2303.88
2285,4128,2025-08-13,1490.63
2286,4130,2026-01-07,4593.52
2287,4135,2024-10-04,1336.92
2288,4136,2025-05-03,1219.43
2289,4137,2024-05-11,2900.43
2290,4138,2024-06-26,1496.45
2291,4139,2025-05-13,2592.48
2292,4142,2025-09-22,8629.76
2293,4144,2025-08-07,2600.99
2294,4148,2025-03-07,4322.42
2295,4150,2025-01-08,2064.01
2296,4153,2024-04-02,1605.74
2297,4155,2025-04-01,1025.87
2298,4160,2025-07-04,4916.2
2299,4161,2024-05-26,1659.79
2300,4162,2025-06-01,5407.3
2301,4164,2024-05-20,1674.65
2302,4166,2025-01-20,3779.99
2303,4167,2025-05-02,2694.67
2304,4168,2025-11-17,3559.71
2305,4169,2024-06-15,6921.08
2306,4170,2024-12-17,1307.01
2307,4171,2024-12-19,4836.23
2308,4174,2026-02-04,558.19
2309,4176,2024-04-21,2707.16
2310,4177,2025-02-23,2306.97
2311,4178,2024-11-18,4585.68
2312,4180,2025-08-12,731.03
2313,4181,2024-08-31,451.75
2314,4182,2025-03-10,2907.92
2315,4183,2025-06-08,1963.06
2316,4184,2025-09-08,5180.43
2317,4186,2024-05-03,3397.17
2318,4187,2024-10-15,1188.49
2319,4189,2025-11-29,3172.56
2320,4190,2025-01-19,2588.47
2321,4192,2024-12-21,5382.6
2322,4196,2024-05-21,4182.22
2323,4197,2026-02-15,1994.56
2324,4198,2024-02-21,1036.61
2325,4200,2024-04-15,4242.31
2326,4201,2024-08-03,4597.47
2327,4202,2025-03-14,3580.9
2328,4206,2024-06-22,2413.24
2329,4214,2024-07-13,5172.23
2330,4219,2025-12-17,2098.12
2331,4220,2026-01-03,3857.25
2332,4221,2024-07-28,1740.1
2333,4222,2024-10-27,1712.59
2334,4223,2024-12-21,3128.46
2335,4224,2024-06-23,4306.73
2336,4228,2025-07-25,4224.88
2337,4230,2025-10-23,1224.3
2338,4232,2024-12-18,2034.35
2339,4233,2025-09-11,1444.92
2340,4236,2025-10-04,7371.65
2341,4239,2025-02-20,3006.93
2342,4241,2024-02-24,2187.53
2343,4242,2025-12-12,1071.54
2344,4243,2025-01-02,1370.32
2345,4244,2024-08-12,905.79
2346,4245,2025-10-03,4553.12
2347,4246,2024-10-24,3384.78
2348,4247,2024-09-24,3331.71
2349,4250,2025-09-05,4570.65
2350,4252,2024-12-06,1871.45
2351,4254,2025-09-14,1230.66
2352,4255,2024-09-15,3621.47
2353,4256,2025-12-02,1561.69
2354,4258,2024-11-12,5424.32
2355,4259,2024-03-17,3481.8
2356,4260,2025-07-21,3691.8
2357,4262,2024-07-16,7950.8
2358,4263,2024-09-22,3466.86
2359,4266,2024-03-19,5728.01
2360,4267,2024-11-08,1326.41
2361,4268,2024-07-23,1091.17
2362,4271,2024-12-16,3540.85
2363,4273,2024-10-17,4411.41
2364,4279,2024-09-05,2814.7
2365,4280,2024-03-29,1423.48
2366,4281,2025-09-10,1626.77
2367,4283,2025-11-11,1462.54
2368,4284,2024-06-30,6317.09
2369,4285,2025-10-12,3377.09
2370,4286,2025-10-30,3064.19
2371,4287,2025-02-27,2101.68
2372,4288,2025-12-13,4387.96
2373,4290,2025-01-29,2041.46
2374,4293,2024-06-08,337.59
2375,4294,2024-08-18,2500.89
2376,4295,2026-02-20,3312.34
2377,4297,2025-07-10,840.37
2378,4298,2024-03-05,3794.53
2379,4299,2025-08-17,1702.08
2380,4300,2025-01-20,1362.7
2381,4303,2025-01-27,1707.73
2382,4310,2025-08-23,2431.36
2383,4311,2025-05-06,736.67
2384,4312,2024-09-01,3270.31
2385,4315,2025-09-24,1847.31
2386,4317,2025-10-04,3791.68
2387,4320,2025-06-27,4961.84
2388,4321,2025-09-02,2529.92
2389,4323,2024-03-28,5687.1
2390,4324,2025-05-24,1633.26
2391,4325,2024-03-03,3747.7
2392,4326,2024-10-09,6748.07
2393,4327,2024-10-14,1481.49
2394,4330,2025-09-21,765.58
2395,4331,2024-12-07,3053.17
2396,4336,2026-01-09,8058.4
2397,4339,2025-01-18,3531.75
2398,4340,2025-03-23,2728.42
2399,4341,2025-06-24,5008.41
2400,4347,2025-04-05,1822.62
2401,4348,2024-12-25,4329.61
2402,4349,2025-09-16,2865.6
2403,4350,2025-08-24,2383.32
2404,4351,2024-10-26,1659.75
2405,4352,2025-08-25,5189.85
2406,4361,2026-01-08,1501.25
2407,4362,2024-10-25,1642.27
2408,4365,2025-01-27,2513.6
2409,4367,2024-10-29,6281.67
2410,4370,2024-03-15,2487.09
2411,4371,2025-04-04,6223.47
2412,4373,2025-01-25,363.48
2413,4375,2025-07-30,1332.74
2414,4380,2025-12-28,616.03
2415,4381,2024-12-19,394.04
2416,4384,2025-08-05,1248.47
2417,4385,2026-02-03,5299.1
2418,4386,2024-02-17,3602.24
2419,4387,2025-09-02,1715.22
2420,4388,2024-11-15,7120.98
2421,4389,2024-04-28,1638.94
2422,4390,2024-05-21,973.98
2423,4391,2024-05-16,631.15
2424,4393,2025-08-03,5140.26
2425,4395,2026-01-07,3777.43
2426,4397,2026-02-01,1373.21
